,feature,class
332,"[-4.0546960e+02  1.8210664e+02 -3.4192852e+01  1.1358918e+01
  3.8514141e+01 -2.2925581e+01 -8.8709841e+00  9.8452978e+00
 -1.3783478e+01 -5.7732139e+00 -1.2441603e+00 -1.3393746e+01
 -1.7198214e-01  2.2480404e+00 -9.9171648e+00 -2.2417657e+00
 -2.2323163e+00 -1.0142839e+01 -1.5474027e+00 -1.1177888e+00
 -8.8359938e+00 -4.0979118e+00 -3.0015750e+00 -6.2916403e+00
 -3.0622065e+00 -4.1598353e+00 -5.8169928e+00 -2.4216952e+00
 -3.8610559e+00 -4.6672540e+00 -2.1249576e+00 -5.2177978e+00
 -6.7302098e+00 -3.5175791e+00 -4.2751155e+00 -4.9951878e+00
 -3.4418743e+00 -4.5004153e+00 -4.1569190e+00 -1.8993224e+00]",akash
333,"[-4.05110779e+02  1.82509506e+02 -3.43378296e+01  1.16414995e+01
  3.84468422e+01 -2.28729439e+01 -8.77988529e+00  9.82069016e+00
 -1.37391891e+01 -5.70537663e+00 -1.26355612e+00 -1.33644781e+01
 -1.16051160e-01  2.27450037e+00 -9.86258698e+00 -2.19113517e+00
 -2.17922640e+00 -1.00423765e+01 -1.50920820e+00 -1.13719606e+00
 -8.80121994e+00 -4.06423569e+00 -2.98317409e+00 -6.23114252e+00
 -3.03516293e+00 -4.16477537e+00 -5.77944040e+00 -2.40068197e+00
 -3.85471392e+00 -4.61961126e+00 -2.10410094e+00 -5.22084284e+00
 -6.69152689e+00 -3.49377179e+00 -4.28744602e+00 -4.98688173e+00
 -3.43040204e+00 -4.50259924e+00 -4.13911343e+00 -1.85861659e+00]",akash
334,"[-3.9557297e+02  1.8525635e+02 -4.0346619e+01  1.3328133e+01
  4.0972908e+01 -2.5951406e+01 -1.0917553e+01  7.3847017e+00
 -1.8143497e+01 -8.3190889e+00 -2.2639971e+00 -1.3369400e+01
 -2.4447022e-01 -4.9181235e-01 -1.2013362e+01 -1.5944147e+00
 -2.3025653e+00 -1.0283065e+01 -3.6318976e-01 -1.1695427e+00
 -9.7572184e+00 -4.0617132e+00 -2.4400241e+00 -5.5531354e+00
 -3.3720331e+00 -5.7680721e+00 -6.3887420e+00 -2.5146463e+00
 -5.1546898e+00 -5.3190365e+00 -1.6615973e+00 -5.6312933e+00
 -7.8594599e+00 -4.2564712e+00 -4.8261189e+00 -5.8058777e+00
 -4.3384438e+00 -5.0360041e+00 -4.4969244e+00 -1.7742007e+00]",akash
335,"[-426.43167     186.21776     -28.879787     11.674834     34.037003
  -26.939962     -7.793583     11.641526    -18.979027    -10.730048
    2.658662     -9.504747     -2.0195749     0.5330074   -11.637068
   -4.872516     -1.4319085    -8.201522     -3.3090615    -4.624707
  -10.451735     -3.0864158    -2.3065143    -8.108802     -3.7388666
   -2.6045773    -6.135378     -3.7008667    -4.2129073    -6.991145
   -5.133235     -5.026851     -5.4556923    -3.6198254    -4.3326473
   -4.1954265    -1.5967468    -1.2560732    -0.73809594    0.8188449 ]",akash
336,"[-4.2587659e+02  1.7688745e+02 -1.8793829e+01  1.1990580e+01
  3.9097580e+01 -1.4749364e+01 -8.1747618e+00  1.0106580e+01
 -1.0697784e+01 -5.9572644e+00 -1.7287061e-01 -1.4549459e+01
 -4.2323637e+00  4.6254086e+00 -7.7442880e+00 -3.4977279e+00
  1.6197653e+00 -9.0366268e+00 -6.0077581e+00  8.8638318e-01
 -4.9127879e+00 -4.9215698e+00 -3.0223179e+00 -6.8392620e+00
 -4.0695367e+00 -2.0600688e+00 -6.0968881e+00 -4.1246395e+00
 -2.0343070e+00 -5.0726867e+00 -3.6606145e+00 -1.6266294e+00
 -3.7033093e+00 -3.7436786e+00 -3.6320429e+00 -5.1958628e+00
 -4.4669271e+00 -3.8654706e+00 -4.4689512e+00 -3.8970473e+00]",akash
337,"[-426.2193      181.14929     -23.134724     12.842713     35.424587
  -21.719788     -8.051178      9.891687    -14.618084     -8.697604
   -1.7069023   -11.913524     -0.45626253    2.3174834    -9.703693
   -3.28306      -2.120897     -9.62525      -1.8261757    -0.67654717
   -9.199189     -5.5353856    -2.9940143    -6.2183046    -3.8408396
   -3.9492943    -5.430915     -2.4063559    -3.372813     -4.8684525
   -2.772416     -4.8536105    -6.4818096    -3.960757     -4.4785666
   -5.122268     -3.568483     -4.394146     -4.0245833    -1.6189809 ]",akash
338,"[ 6.3078156e+02  1.7854741e+02 -3.2963646e+01  1.2070488e+00
  3.4745708e+01 -1.8554392e+01 -1.3669218e+01  2.6915634e+00
 -1.5844784e+01 -7.1836219e+00  1.1381655e+00 -9.8642588e+00
 -1.7317786e+00  8.4195966e-01 -1.0724995e+01 -5.3169460e+00
 -2.2081656e+00 -8.2042971e+00 -3.0189872e+00 -3.3251140e+00
 -1.0292793e+01 -5.0475993e+00 -2.1931984e+00 -6.2107959e+00
 -3.4700327e+00 -2.2726393e+00 -4.9037924e+00 -3.3586895e+00
 -3.5769093e+00 -5.3903232e+00 -4.5089431e+00 -5.8082542e+00
 -6.4226336e+00 -3.9454622e+00 -4.6543627e+00 -5.2658916e+00
 -2.0123222e+00 -5.0866121e-01 -3.8893479e-01  1.0834885e+00]",akash
339,"[-3.9197388e+02  1.7804866e+02 -2.8896238e+01  3.1138197e-01
  3.3860023e+01 -1.6203556e+01 -1.4637571e+01  1.7379639e+00
 -1.4121086e+01 -7.4882069e+00  6.4333433e-01 -8.6269026e+00
 -2.1776764e+00  1.9645999e-01 -1.0025274e+01 -5.7380190e+00
 -2.5039763e+00 -7.3933082e+00 -3.2483768e+00 -3.6087146e+00
 -9.9179249e+00 -5.5436850e+00 -2.4124067e+00 -5.7395945e+00
 -3.8858850e+00 -2.5489872e+00 -4.5139093e+00 -3.6302874e+00
 -3.8354485e+00 -5.2772956e+00 -4.9043574e+00 -5.9604836e+00
 -6.1750765e+00 -4.2063527e+00 -4.8627248e+00 -5.2461243e+00
 -2.2411842e+00 -4.3489304e-01 -2.7366927e-01  7.4139988e-01]",akash
340,"[-3.9341779e+02  1.7955582e+02 -3.0026049e+01  2.8683120e-01
  3.4054737e+01 -1.6764122e+01 -1.4359060e+01  2.0974593e+00
 -1.4298445e+01 -7.3557296e+00  7.1688694e-01 -8.8284664e+00
 -2.0927362e+00  2.0857520e-01 -1.0169504e+01 -5.6032534e+00
 -2.4228685e+00 -7.4072824e+00 -3.0961306e+00 -3.6214283e+00
 -9.9934425e+00 -5.4015799e+00 -2.3604736e+00 -5.7656188e+00
 -3.8316438e+00 -2.6206565e+00 -4.6086979e+00 -3.5730042e+00
 -3.7966366e+00 -5.2523627e+00 -4.8056159e+00 -5.8588443e+00
 -6.0882983e+00 -4.1769714e+00 -4.8551359e+00 -5.1327071e+00
 -2.1212275e+00 -3.7720704e-01 -1.9137917e-01  7.7608532e-01]",akash
341,"[-3.9179224e+02  1.8429562e+02 -2.7860077e+01  1.1835344e+00
  3.3964512e+01 -1.6975435e+01 -1.3748310e+01  1.5041169e+00
 -1.6769363e+01 -8.6801071e+00  1.5989774e+00 -7.9891028e+00
 -2.2610073e+00  1.6274917e-01 -9.6181860e+00 -5.1062708e+00
 -2.0567951e+00 -6.6901855e+00 -2.4851542e+00 -3.7157257e+00
 -1.0086126e+01 -5.1185637e+00 -2.1804709e+00 -5.3806739e+00
 -3.3394794e+00 -2.8226855e+00 -4.5564790e+00 -2.4196861e+00
 -3.0732694e+00 -5.5945225e+00 -5.0103827e+00 -5.7402077e+00
 -5.8396850e+00 -3.4874880e+00 -4.3282542e+00 -5.4225683e+00
 -3.1871076e+00 -2.6139135e+00 -3.6042337e+00 -2.9830146e+00]",akash
342,"[-4.0327155e+02  1.7504300e+02 -2.9761589e+01  3.8814070e+00
  3.2548683e+01 -2.4414612e+01 -1.5806635e+01  5.9337268e+00
 -1.6375401e+01 -1.0230306e+01  3.6182117e+00 -8.3884001e+00
 -5.3933086e+00  5.2547552e-02 -9.9485178e+00 -7.3426824e+00
 -2.2445474e+00 -7.9001050e+00 -7.0895381e+00 -5.7328844e+00
 -7.8941374e+00 -3.4651344e+00 -2.6734095e+00 -6.3120475e+00
 -3.5903583e+00 -3.2608097e+00 -6.3542004e+00 -4.7150664e+00
 -5.2990718e+00 -7.8052406e+00 -5.3657570e+00 -4.0536056e+00
 -4.8041821e+00 -2.6428905e+00 -5.8445334e-01  5.9639454e-01
  1.7799191e+00  1.0119406e+00  7.8706074e-01  1.7023671e+00]",akash
343,"[-4.1335620e+02  1.7782259e+02 -2.1509115e+01  2.5102520e+00
  3.7247135e+01 -1.0236308e+01 -1.1644909e+01  3.6405725e+00
 -1.2651304e+01 -8.2284222e+00 -8.2507098e-01 -1.0944045e+01
 -3.5788054e+00  2.1384318e+00 -7.6461549e+00 -3.3770497e+00
 -4.4068927e-01 -9.6333876e+00 -5.0516620e+00  3.8476548e-01
 -7.0258474e+00 -6.7870698e+00 -3.5262456e+00 -6.9793496e+00
 -4.9434624e+00 -2.4511418e+00 -5.3054261e+00 -3.5754671e+00
 -2.0994751e+00 -4.6878695e+00 -2.9755583e+00 -1.9981059e+00
 -5.3510561e+00 -5.2203212e+00 -4.0797577e+00 -5.1798573e+00
 -4.6063685e+00 -4.5562477e+00 -5.2447071e+00 -3.3274829e+00]",akash
344,"[-4.11545715e+02  1.79259232e+02 -2.72397938e+01  3.62321615e+00
  3.50274696e+01 -1.86956806e+01 -1.48293085e+01  3.56050205e+00
 -1.47534056e+01 -9.38683891e+00  1.61251705e-02 -8.99250698e+00
 -3.03805065e+00  4.36392486e-01 -8.15287304e+00 -4.82552958e+00
 -3.68999910e+00 -8.31129360e+00 -3.37781072e+00 -4.17515326e+00
 -1.00031242e+01 -5.25950670e+00 -3.15299463e+00 -6.14193630e+00
 -3.24893236e+00 -2.70763779e+00 -5.20423841e+00 -3.53518033e+00
 -3.47735333e+00 -5.03362322e+00 -4.73149300e+00 -5.99650717e+00
 -6.08190346e+00 -4.16939402e+00 -5.03253937e+00 -4.97904158e+00
 -2.06980705e+00 -8.27144980e-01 -6.33698469e-03  1.51423323e+00]",akash
345,"[ 6.0342914e+02  1.7811160e+02 -3.1936951e+01  1.2910288e+01
  4.2495285e+01 -1.8314745e+01 -9.7389431e+00  3.9019837e+00
 -2.2250843e+01 -9.1201754e+00  2.7450957e+00 -1.6445080e+01
 -1.1089341e+01 -8.5822457e-01 -9.4772215e+00 -6.7134585e+00
 -1.0324521e+00 -3.3165996e+00 -8.2660645e-01 -1.4207416e+00
 -3.3067117e+00  2.4381453e-01 -2.8639309e+00 -6.7470694e+00
 -4.1907105e+00 -5.6402459e+00 -5.5054789e+00 -1.5407066e+00
 -4.2298656e+00 -4.9866667e+00 -1.4006697e+00 -4.8808885e+00
 -7.2721419e+00 -3.6138608e+00 -3.7518587e+00 -4.5041065e+00
 -2.9774084e+00 -4.5956998e+00 -5.7043815e+00 -5.1572304e+00]",akash
346,"[-4.22884399e+02  1.79131058e+02 -2.69440708e+01  1.09137487e+01
  4.15644112e+01 -1.53214855e+01 -1.06469307e+01  2.57152152e+00
 -2.09003525e+01 -9.83634472e+00  2.03504944e+00 -1.52729321e+01
 -1.17585535e+01 -1.65337372e+00 -8.85396862e+00 -7.48835135e+00
 -1.54865706e+00 -2.41661119e+00 -1.22102320e+00 -1.87813795e+00
 -2.62853193e+00 -2.60147005e-02 -3.18941355e+00 -6.24325705e+00
 -4.51977777e+00 -5.95220757e+00 -5.04121685e+00 -1.81385851e+00
 -4.65900946e+00 -4.71741009e+00 -1.45742321e+00 -5.14822960e+00
 -7.30614614e+00 -3.77401829e+00 -3.74604940e+00 -4.41997814e+00
 -3.16761374e+00 -4.60634470e+00 -5.78103161e+00 -5.58591080e+00]",akash
347,"[-4.2269702e+02  1.7924814e+02 -2.7051300e+01  1.0820392e+01
  4.1479427e+01 -1.5467296e+01 -1.0720931e+01  2.5420947e+00
 -2.1003201e+01 -9.8851423e+00  2.0809972e+00 -1.5259145e+01
 -1.1737174e+01 -1.5827183e+00 -8.7809048e+00 -7.3871260e+00
 -1.4829129e+00 -2.4702368e+00 -1.2827992e+00 -1.9072802e+00
 -2.6959140e+00 -6.8385407e-02 -3.1951034e+00 -6.2983265e+00
 -4.5587692e+00 -5.9238148e+00 -5.0093832e+00 -1.7458820e+00
 -4.5683293e+00 -4.7355084e+00 -1.5240358e+00 -5.1159348e+00
 -7.2347665e+00 -3.7474961e+00 -3.7287774e+00 -4.4108663e+00
 -3.1824098e+00 -4.5944343e+00 -5.7415886e+00 -5.5947018e+00]",akash
348,"[-444.1731      197.90498     -38.553196     19.725277     53.38967
  -19.860384    -11.950827      2.9389973   -25.594095     -8.898251
    4.5338697   -17.99487     -13.025129     -0.78794676   -8.259753
   -6.4000945    -1.5490445    -2.4204998    -1.1020815    -4.1335025
   -3.5693648     1.693094     -3.1576405    -6.5906754    -3.635001
   -5.843613     -4.3625984    -0.44578212   -4.544817     -4.303345
   -0.62871623   -5.278553     -6.8709497    -2.7123137    -3.3486493
   -4.1136827    -3.154687     -5.174827     -5.9316664    -5.4056582 ]",akash
349,"[-4.4511035e+02  1.8506311e+02 -2.3961975e+01  8.1283741e+00
  4.2899899e+01 -9.3299103e+00 -5.6811280e+00  8.6230898e+00
 -1.6947475e+01 -1.2762644e+01 -7.6748866e-01 -1.2690472e+01
 -9.1770401e+00 -2.6020939e+00 -8.1264849e+00 -3.3979278e+00
 -3.3337379e+00 -9.8385658e+00 -1.8619350e+00 -1.5497710e-01
 -7.9171309e+00 -2.1587155e+00  6.5297467e-01 -5.0901504e+00
 -5.9115303e-01  7.0634890e-01 -6.1413646e+00 -3.4604676e+00
 -1.2627927e+00 -6.4553251e+00 -5.1829357e+00 -2.4475641e+00
 -4.1006012e+00 -2.8511300e+00 -2.9571238e+00 -5.5635610e+00
 -3.9629593e+00 -3.4751000e+00 -5.3939347e+00 -3.6938765e+00]",akash
350,"[-438.0414     184.93086    -31.771101    10.991315    39.27137
  -22.666897   -11.092604     3.949279   -24.991484   -11.099841
    2.4527283  -16.8243      -7.353832     2.986199   -12.5155115
   -7.7715917    2.1491034   -6.373179    -4.4739566    1.0441476
   -4.2331076   -3.2888672   -2.3427238   -7.7645807   -5.792641
   -3.1643243   -6.0245013   -4.8803596   -3.5116146   -5.555981
   -5.708002    -5.454595    -4.8161902   -3.3790984   -5.1088476
   -6.5259466   -5.6445374   -6.831167    -7.1154847   -4.7985525]",akash
351,"[-4.4151868e+02  1.8341351e+02 -2.7303535e+01  1.0365164e+01
  4.0582256e+01 -1.5731834e+01 -8.2545080e+00  4.8369379e+00
 -2.2041309e+01 -1.2812176e+01  5.0794065e-01 -1.3874957e+01
 -9.1369143e+00  1.4785405e-01 -7.5778937e+00 -7.2726073e+00
 -3.5410466e+00 -4.9673858e+00 -2.7416453e+00 -3.0695434e+00
 -3.8246119e+00 -3.2162496e-01 -1.7119346e+00 -3.6650445e+00
 -2.6941278e+00 -5.4655838e+00 -5.6324034e+00 -3.1991057e+00
 -5.6595116e+00 -5.1355848e+00 -1.8031008e+00 -4.4388885e+00
 -6.3427482e+00 -4.5633850e+00 -4.7226982e+00 -4.4863911e+00
 -3.7621288e+00 -4.6738911e+00 -4.5974717e+00 -5.1662889e+00]",akash
352,"[ 6.0613452e+02  1.8335237e+02 -3.7495464e+01  1.1385058e+01
  4.0749630e+01 -2.3097807e+01 -1.2438720e+01  1.1106633e+00
 -2.3792068e+01 -6.6236706e+00  3.5838835e+00 -1.7536341e+01
 -1.0129128e+01 -7.0978546e-01 -1.1312854e+01 -8.1683645e+00
 -2.0013354e+00 -3.9373760e+00 -1.9458927e+00 -2.9987228e+00
 -3.3009701e+00  2.8994083e-01 -4.3378339e+00 -7.5510712e+00
 -4.2255397e+00 -5.4214211e+00 -4.6715722e+00 -1.7813932e+00
 -4.8960319e+00 -4.8564811e+00 -2.6638703e+00 -6.1908803e+00
 -6.7028537e+00 -4.3597417e+00 -5.3442473e+00 -4.2104888e+00
 -2.8119879e+00 -4.6395621e+00 -4.5245709e+00 -4.4165559e+00]",akash
353,"[-4.2021533e+02  1.8394463e+02 -3.2001186e+01  9.7559795e+00
  3.8609921e+01 -2.0789083e+01 -1.3513988e+01 -5.6733447e-01
 -2.2236826e+01 -6.8453498e+00  2.8031819e+00 -1.6641312e+01
 -1.0894725e+01 -1.4975342e+00 -1.0305154e+01 -8.5212440e+00
 -2.8122680e+00 -3.4652174e+00 -2.2882254e+00 -3.4472020e+00
 -2.7182248e+00  7.5170062e-02 -4.8590646e+00 -7.4070649e+00
 -4.6998982e+00 -6.0470200e+00 -4.5867267e+00 -1.9126800e+00
 -5.0603547e+00 -4.6108994e+00 -2.7694511e+00 -6.6039443e+00
 -6.9426384e+00 -4.4730401e+00 -5.4051590e+00 -4.5040431e+00
 -3.1638978e+00 -4.5265985e+00 -4.4694767e+00 -4.7201996e+00]",akash
354,"[-4.19720459e+02  1.83659302e+02 -3.18191223e+01  9.42742825e+00
  3.84579124e+01 -2.07628231e+01 -1.36578112e+01 -6.15448296e-01
 -2.21557102e+01 -6.94973135e+00  2.71150708e+00 -1.66322041e+01
 -1.09524145e+01 -1.54527092e+00 -1.03890724e+01 -8.70031452e+00
 -2.89192748e+00 -3.55474472e+00 -2.43670821e+00 -3.46080041e+00
 -2.73780942e+00 -1.33447647e-02 -4.88183928e+00 -7.47386408e+00
 -4.76562929e+00 -5.97283936e+00 -4.59371996e+00 -1.99686110e+00
 -5.02447557e+00 -4.60822821e+00 -2.79550433e+00 -6.50996447e+00
 -6.92230463e+00 -4.56659842e+00 -5.40175629e+00 -4.47710562e+00
 -3.16716504e+00 -4.46873903e+00 -4.44597387e+00 -4.73448992e+00]",akash
355,"[-405.62366    207.60063    -45.827415    13.3552      47.138756
  -25.526644   -13.159138    -1.1598773  -30.048952    -7.635869
    4.250489   -20.356375   -12.316291    -0.9895933  -10.420564
   -7.5159426   -2.4740689   -3.3245604   -2.3552315   -4.901207
   -1.2066003    3.0942118   -5.373436    -7.512951    -3.9861042
   -7.9566975   -4.967166    -0.6639868   -6.277215    -5.2109623
   -1.6504695   -6.3291025   -6.034236    -2.9961805   -4.674454
   -3.3926919   -2.6746953   -5.081291    -4.5365458   -5.6905613]",akash
356,"[-432.8835      179.24791     -23.490927      7.435329     38.144943
  -13.065964     -7.1166744     5.8263655   -19.82969     -12.616513
    0.48122942  -12.369578     -8.704827     -1.4821166    -7.464564
   -4.3582516    -5.3974886   -11.218908     -2.7982647    -1.7112447
   -8.950488     -2.1800923     0.5082302    -5.4165344    -1.3046036
   -0.64728034   -6.637338     -3.1738625    -1.8972453    -6.908404
   -4.3123674    -2.1280174    -4.926943     -3.4509897    -3.296381
   -6.0236154    -4.531861     -4.647551     -6.7836432    -4.2298207 ]",akash
357,"[-428.39502     181.98174     -32.831493      8.103352     33.863804
  -26.272957    -12.779101      1.6197428   -25.030224     -8.628886
    2.818012    -17.171688     -6.5422826     1.3024113   -15.718632
   -8.714861      1.6715822    -7.5317874    -4.7897        0.66733235
   -5.2268057    -4.139267     -3.1752632    -7.736881     -4.920626
   -3.3445663    -6.511567     -4.4595423    -3.9210556    -6.953953
   -6.3752513    -5.814094     -5.559397     -3.5877357    -4.0331764
   -4.3554034    -3.2609358    -4.542774     -4.0046644    -0.8288727 ]",akash
358,"[-433.3981     183.2212     -30.330643     8.838818    36.551945
  -20.44621     -9.680736     2.43782    -24.054607   -10.534342
    1.8462441  -14.786585    -7.9777527    0.8847815   -9.830568
   -9.570052    -4.758998    -5.9623485   -3.6507363   -3.9861953
   -4.332665    -0.5079888   -2.3939238   -4.7498436   -3.499287
   -5.4756217   -5.5248184   -3.8586297   -5.695506    -4.421429
   -2.638818    -5.7947288   -6.430275    -5.1781144   -6.1080823
   -5.155955    -4.054519    -4.245536    -3.235291    -4.031621 ]",akash
359,"[ 5.81091797e+02  1.58327148e+02 -2.52371750e+01  1.54734602e+01
  3.51304321e+01 -1.90756817e+01 -4.47666502e+00  7.04994249e+00
 -1.96916828e+01 -7.92405415e+00  9.33444202e-01 -1.54773445e+01
 -6.41513634e+00  1.34408903e+00 -9.40820026e+00 -4.72918224e+00
  3.05802405e-01 -5.91840649e+00 -3.29695654e+00 -6.06502593e-01
 -3.60356188e+00 -2.14221096e+00 -2.76382780e+00 -5.68273401e+00
 -4.62891245e+00 -4.60577202e+00 -4.45843601e+00 -2.62637234e+00
 -3.51542330e+00 -3.66777468e+00 -2.88224125e+00 -5.28533268e+00
 -6.19773722e+00 -4.45612764e+00 -4.12710762e+00 -3.91220331e+00
 -4.02607870e+00 -5.17526865e+00 -4.24362659e+00 -2.54182720e+00]",akash
360,"[-4.55195618e+02  1.59550415e+02 -1.06374416e+01  1.10462475e+01
  2.97956429e+01 -1.31305609e+01 -5.72446680e+00  3.61937523e+00
 -1.65491962e+01 -8.83128643e+00 -1.29319668e+00 -1.35843906e+01
 -7.87331152e+00 -4.18232083e-01 -7.29644299e+00 -5.45635509e+00
 -1.06625462e+00 -4.30719328e+00 -4.15991926e+00 -2.12744403e+00
 -2.46782374e+00 -2.72372150e+00 -3.90081286e+00 -4.96870756e+00
 -5.41188145e+00 -5.23033953e+00 -3.05462909e+00 -3.05647755e+00
 -4.66553831e+00 -2.96906662e+00 -3.22747469e+00 -6.63117790e+00
 -6.37012911e+00 -4.70751047e+00 -4.61586666e+00 -4.09414434e+00
 -4.65171194e+00 -5.31630182e+00 -3.86124086e+00 -3.05371070e+00]",akash
361,"[-455.20273    159.50732    -10.480307    11.0521      29.78238
  -13.025833    -5.644279     3.6943784  -16.487537    -8.9179125
   -1.3872633  -13.554132    -7.8923388   -0.5076395   -7.313808
   -5.460066    -1.1064323   -4.308231    -4.1524334   -2.1536467
   -2.4772668   -2.7237978   -3.9220805   -4.988828    -5.432204
   -5.2598166   -3.0827456   -3.086914    -4.6856303   -2.9685903
   -3.2218282   -6.599414    -6.3151326   -4.7015734   -4.6458583
   -4.074547    -4.6060576   -5.304055    -3.841682    -2.988223 ]",akash
362,"[-4.23325684e+02  1.72053345e+02 -2.64655514e+01  1.17577229e+01
  3.25302620e+01 -2.26701832e+01 -8.48071003e+00  3.38841462e+00
 -2.37841778e+01 -1.26058836e+01 -1.85629237e+00 -1.57033415e+01
 -7.35741711e+00  2.59173483e-01 -8.83768845e+00 -5.48422241e+00
 -8.05144072e-01 -4.73821449e+00 -3.44873285e+00 -1.77226424e+00
 -3.07408237e+00 -3.70675373e+00 -5.24809599e+00 -5.00180387e+00
 -5.25016212e+00 -6.72765350e+00 -3.30404472e+00 -1.73936808e+00
 -4.33956671e+00 -2.34916067e+00 -1.97769368e+00 -6.30268621e+00
 -6.09183502e+00 -4.58116198e+00 -5.30894184e+00 -4.36735106e+00
 -4.89586258e+00 -6.22319317e+00 -4.30624008e+00 -3.42475724e+00]",akash
363,"[-4.7184729e+02  1.5716852e+02 -7.1702404e+00  1.2016710e+01
  2.8060431e+01 -1.3286082e+01 -4.4099188e+00  5.1527619e+00
 -1.6319490e+01 -1.1218022e+01 -3.0126755e+00 -1.1763785e+01
 -5.6282439e+00  2.4020761e-01 -6.5603757e+00 -5.5604081e+00
 -3.1196322e+00 -5.5981054e+00 -3.9653199e+00 -3.2123046e+00
 -4.8066769e+00 -3.6649892e+00 -2.8062809e+00 -3.2211556e+00
 -4.3893127e+00 -5.3053069e+00 -3.6779735e+00 -3.9186428e+00
 -5.5713930e+00 -3.2647786e+00 -2.8107522e+00 -5.9442182e+00
 -5.7660623e+00 -4.9634318e+00 -5.9396062e+00 -5.1489820e+00
 -4.5086527e+00 -4.5680046e+00 -3.4644165e+00 -3.2906756e+00]",akash
364,"[-473.56503    158.72641     -6.1520147   12.082278    32.326378
   -9.069804    -3.6241353    8.341488   -11.90004     -9.798646
   -2.2815201  -11.662367    -7.4512362   -1.2043018   -5.824611
   -3.1986222   -2.2500532   -6.796119    -3.5235665   -2.45074
   -5.494911    -2.9010751   -3.2010496   -4.906561    -1.0540377
   -2.3780816   -5.9812293   -2.551204    -2.4613645   -6.2239194
   -4.2292376   -2.375248    -3.826739    -3.5078797   -3.6442392
   -4.8170977   -4.7043133   -5.285195    -5.4711742   -4.1765046]",akash
365,"[-4.6235489e+02  1.5457835e+02 -9.2451210e+00  1.0780439e+01
  2.6022684e+01 -1.6254044e+01 -6.2885032e+00  2.6981056e+00
 -1.9687836e+01 -1.0906310e+01 -7.1970218e-01 -1.1343986e+01
 -4.3347859e+00  3.8100260e-01 -1.0104028e+01 -6.1555939e+00
 -1.4216932e+00 -7.1358013e+00 -4.2861862e+00 -2.1475158e+00
 -6.3201489e+00 -3.5200140e+00 -2.9343805e+00 -7.5768952e+00
 -5.1017280e+00 -2.9603078e+00 -5.9666538e+00 -4.9140549e+00
 -3.4166598e+00 -6.1096139e+00 -7.1592526e+00 -5.9337602e+00
 -5.2796445e+00 -4.9213185e+00 -4.4141822e+00 -3.5608194e+00
 -3.3257980e+00 -3.5723393e+00 -2.5262783e+00 -1.4844985e+00]",akash
366,"[ 5.9255811e+02  1.7431168e+02 -3.4452255e+01  1.2138636e+01
  3.9643234e+01 -2.1072767e+01 -9.9801579e+00  2.9726796e+00
 -2.2559927e+01 -7.2915311e+00  2.3001831e+00 -1.8094259e+01
 -9.7699156e+00  1.9217736e-01 -1.0905237e+01 -7.1538506e+00
 -4.1720882e-01 -4.3915534e+00 -2.5651035e+00 -1.9443994e+00
 -3.7310326e+00 -7.2394782e-01 -3.2895625e+00 -6.7516074e+00
 -3.6286209e+00 -3.8894572e+00 -4.5188985e+00 -1.6025966e+00
 -3.0092702e+00 -4.3372169e+00 -2.6734681e+00 -4.6486902e+00
 -6.1205950e+00 -3.9862440e+00 -3.4092829e+00 -3.5903897e+00
 -3.5065978e+00 -4.5679331e+00 -4.6764231e+00 -4.2878680e+00]",akash
367,"[-437.43036     175.49432     -27.130928      9.253252     37.696423
  -17.446674    -11.650044      1.2294765   -20.402023     -8.478882
    1.0037354   -16.688103    -10.9000025    -0.77119434   -9.729623
   -8.137569     -1.0931239    -3.1655765    -3.3543026    -2.7695594
   -2.9308493    -1.3335809    -3.789109     -6.027108     -4.2806425
   -4.490027     -3.989778     -2.0912437    -3.4746032    -3.9496531
   -3.1396158    -5.315882     -6.328886     -4.3795457    -3.280287
   -3.4335194    -4.1346064    -4.697776     -4.651085     -4.9609914 ]",akash
368,"[-436.93027     174.72458     -26.930449      9.278075     37.51889
  -17.299591    -11.661993      1.1398505   -20.207418     -8.414919
    0.98612493  -16.55321     -10.902584     -0.8333325    -9.695311
   -8.195743     -1.1706343    -3.1984806    -3.4577527    -2.8047945
   -2.8756318    -1.3211849    -3.7350824    -5.9602327    -4.2997103
   -4.5054364    -4.0003867    -2.1261568    -3.4575994    -3.9077828
   -3.1072114    -5.282159     -6.351137     -4.4237704    -3.2706447
   -3.4159794    -4.1272774    -4.687657     -4.6573443    -4.958227  ]",akash
